0.580492	0.541729	0.675603	0.727132	0.666483	0.682921	0.597147	0.615114	0.673519	0.671297	0.677667	0.589573	0.593985	0.620412	0.580605	0.643114	0.642804	0.700779	0.655019	0.737224	0.57543	
0.605444	0.639899	0.540217	0.605272	0.667966	0.6219	0.749575	0.809054	0.572546	0.690702	0.52645	0.757124	0.708434	0.688389	0.668648	0.559792	0.52709	0.509606	0.647292	0.627253	0.772335	
0.526705	0.656962	0.824214	0.625919	0.584794	0.663025	0.559334	0.621966	0.656351	0.640426	0.803474	0.749294	0.60714	0.525292	0.634934	0.592413	0.580448	0.63393	0.615124	0.533843	0.638717	
0.381978	0.308479	0.331981	0.167566	0.232355	0.133975	0.195223	0.162742	0.15379	0.12667	0.112436	0.102129	0.112608	0.250835	0.337588	0.32754	0.354077	0.3384	0.334571	0.275657	0.267577	
0.660886	0.694567	0.630104	0.73209	0.770326	0.676052	0.637303	0.592113	0.678019	0.642409	0.551316	0.650239	0.631365	0.575888	0.603564	0.683152	0.622921	0.601767	0.635879	0.772177	0.646422	
0.836956	0.549219	0.549882	0.610782	0.533969	0.60432	0.638304	0.638023	0.757182	0.63235	0.643912	0.57307	0.637253	0.636351	0.628137	0.593027	0.62386	0.679905	0.686525	0.646633	0.607138	
0.266157	0.37141	0.356367	0.345997	0.40412	0.385565	0.534281	0.414188	0.547554	0.377255	0.392796	0.323403	0.223934	0.29234	0.289983	0.307846	0.299503	0.320021	0.34572	0.366363	0.309039	
0.0274172	0.136795	0.207842	0.230967	0.238259	0.256982	0.228333	0.244409	0.322893	0.316344	0.284663	0.244429	0.185664	0.109307	0.0760594	0.0581076	0.0403089	0.07363	0.0466213	0.0274728	0.0305395	
0.383547	0.337235	0.258846	0.303562	0.485542	0.385008	0.437654	0.611058	0.637294	0.545182	0.438344	0.530159	0.590979	0.620835	0.537665	0.424968	0.387234	0.461049	0.37488	0.278852	0.265472	
0.663758	0.67549	0.683703	0.795808	0.580125	0.642549	0.759876	0.633065	0.711625	0.652896	0.666358	0.562222	0.608382	0.674645	0.686312	0.689781	0.735982	0.667584	0.654109	0.675435	0.684192	
0.116299	0.102892	0.080088	0.0510233	0.084811	0.0539328	0.0567437	0.110422	0.0582667	0.125295	0.0437402	0.0715237	0.080214	0.088253	0.113588	0.112312	0.108513	0.0808729	0.0945029	0.084615	0.0650742	
0.457795	0.522551	0.516002	0.49508	0.495079	0.463453	0.4816	0.473166	0.527583	0.507381	0.417815	0.465064	0.518151	0.389294	0.491124	0.397049	0.431824	0.47431	0.483035	0.436978	0.435006	
0.703009	0.546875	0.687982	0.581112	0.587903	0.70619	0.658587	0.727284	0.721603	0.659667	0.653381	0.590688	0.658895	0.643017	0.735999	0.529761	0.616291	0.551053	0.594003	0.604546	0.664755	
0.31114	0.289156	0.221022	0.128998	0.116299	0.104626	0.110841	0.134066	0.117111	0.0709332	0.094945	0.251972	0.379219	0.41229	0.460957	0.307478	0.25673	0.260999	0.320733	0.276578	0.337899	
0.399005	0.404985	0.534555	0.423568	0.522757	0.57854	0.572067	0.51928	0.448022	0.452198	0.452074	0.49892	0.390544	0.188022	0.185234	0.173372	0.212663	0.288114	0.383488	0.299661	0.337589	
0.577296	0.481866	0.60047	0.527674	0.55489	0.495301	0.637739	0.580775	0.600237	0.58372	0.548002	0.458654	0.482643	0.570296	0.626589	0.562652	0.670904	0.538698	0.506621	0.652607	0.565461	
0.065055	0.11294	0.208373	0.290169	0.2568	0.289144	0.326628	0.560742	0.520999	0.55483	0.540528	0.556916	0.435301	0.345391	0.444032	0.23821	0.152848	0.158103	0.111753	0.157745	0.0977603	
0.614077	0.766901	0.691437	0.563653	0.72795	0.776565	0.578253	0.558208	0.552044	0.698143	0.61235	0.646336	0.649643	0.818902	0.67233	0.609141	0.633567	0.524452	0.61955	0.61672	0.588673	
