0.275493	0.310764	0.356974	0.337567	0.299423	0.367658	0.299293	0.343014	0.233323	0.381595	0.334489	0.358515	0.323902	0.292863	0.304971	0.293491	0.342913	0.314677	0.330916	0.338679	0.284613	
0.695064	0.732717	0.671716	0.697043	0.751275	0.608862	0.666047	0.744397	0.836531	0.717305	0.632596	0.586815	0.60296	0.692766	0.728657	0.821381	0.681408	0.683628	0.74539	0.645072	0.606813	
0.665637	0.555414	0.721103	0.640227	0.547874	0.598309	0.72887	0.773694	0.684362	0.748655	0.672578	0.791925	0.579164	0.663316	0.809411	0.681969	0.754876	0.65835	0.686623	0.700166	0.770215	
0.743098	0.756752	0.665699	0.732409	0.677147	0.802638	0.618181	0.52354	0.608768	0.595908	0.715281	0.705207	0.72992	0.721064	0.68362	0.743599	0.670113	0.656292	0.661009	0.615195	0.682383	
0.10043	0.192459	0.23335	0.40451	0.558332	0.642908	0.535014	0.564151	0.671891	0.674042	0.73547	0.485255	0.325796	0.263436	0.190667	0.127809	0.134015	0.139178	0.0960015	0.13898	0.118167	
0.127219	0.121822	0.0443587	0.0615354	0.139843	0.0886361	0.094808	0.090451	0.118246	0.0765614	0.075504	0.093721	0.144317	0.158025	0.0906398	0.0959292	0.125114	0.0985328	0.0823597	0.113119	0.0780578	
0.666511	0.325775	0.177501	0.183885	0.0930693	0.0653015	0.150214	0.0913323	0.135856	0.166701	0.11701	0.470882	0.554509	0.571774	0.643746	0.698862	0.600229	0.751684	0.705819	0.686314	0.678587	
0.606785	0.609696	0.464732	0.420007	0.414539	0.578857	0.599362	0.677536	0.51428	0.499568	0.509115	0.447925	0.41967	0.45249	0.635654	0.568014	0.565246	0.39503	0.462762	0.59038	0.593867	
0.355065	0.346411	0.571289	0.484977	0.343555	0.31243	0.412641	0.376457	0.518874	0.376868	0.432235	0.345316	0.476338	0.352766	0.381792	0.402581	0.35201	0.454182	0.425455	0.316844	0.334017	
0.774572	0.722911	0.586828	0.633821	0.535438	0.525551	0.459971	0.421402	0.503013	0.483136	0.540303	0.618386	0.623384	0.642924	0.744821	0.647759	0.788427	0.708663	0.700968	0.660231	0.66954	


0.249424	0.395217	0.333619	0.38495	0.373659	0.383456	0.400014	0.391216	0.234955	0.421353	0.451771	0.307568	0.382343	0.34155	0.340229	0.30145	0.356318	0.346789	0.310548	0.296075	0.243231	
0.694497	0.681644	0.62013	0.704754	0.692573	0.72866	0.824954	0.728031	0.713354	0.737469	0.687228	0.626401	0.610297	0.610914	0.723268	0.594943	0.792362	0.749389	0.693867	0.661229	0.571694	
0.689114	0.684341	0.640869	0.816629	0.803821	0.756358	0.709085	0.664113	0.759672	0.714542	0.717683	0.672816	0.832828	0.693047	0.64553	0.68982	0.744011	0.653354	0.642127	0.645482	0.625311	
0.636797	0.571194	0.764599	0.707244	0.697083	0.790166	0.6791	0.632245	0.792832	0.674044	0.648484	0.709256	0.856903	0.722255	0.706929	0.637446	0.600958	0.6715	0.70857	0.71211	0.676355	
0.144552	0.213628	0.255676	0.131549	0.168715	0.177235	0.23651	0.206582	0.148426	0.123578	0.236573	0.248748	0.144786	0.154419	0.157842	0.0912002	0.101372	0.136199	0.168397	0.118092	0.180366	
0.173512	0.0954328	0.0704157	0.0880437	0.114991	0.0990501	0.115987	0.080276	0.104293	0.148232	0.115336	0.118129	0.122805	0.0804874	0.0871222	0.0996338	0.0988457	0.0482351	0.107808	0.0819181	0.119864	
0.69278	0.6137	0.592392	0.586836	0.629331	0.51702	0.470964	0.627	0.52847	0.511094	0.488297	0.643364	0.617185	0.802442	0.780454	0.829031	0.749043	0.588731	0.669407	0.716418	0.803212	
